system:index,Date,Elevation,Month,NDVI,NDWI,Rainfall,Slope,VH,VV,Year,latitude,longitude,.geo
0_10,2022-01-01,1861,1,0.8012581467628479,-0.7290489077568054,31.534043788909912,19.776670455932617,-17.59415330645033,-10.218701591307221,2022,11.485979146188201,76.90161764264408,"{""type"":""Point"",""coordinates"":[76.90161764264408,11.485979146188201]}"
0_11,2022-01-01,1917,1,0.8135389089584351,-0.71653813123703,36.51175022125244,4.661057949066162,-17.43538395953778,-10.262473686340648,2022,11.41619933050951,76.84598438640728,"{""type"":""Point"",""coordinates"":[76.84598438640728,11.41619933050951]}"
0_12,2022-01-01,2177,1,0.8455740213394165,-0.7929301261901855,28.054713249206543,22.82465934753418,-14.081925065656176,-7.362226334686278,2022,11.293943220704747,76.58163713217716,"{""type"":""Point"",""coordinates"":[76.58163713217716,11.293943220704747]}"
0_13,2022-01-01,508,1,0.5445646047592163,-0.46857261657714844,9.156373977661133,21.376911163330078,-17.732653054652054,-12.88192926018274,2022,10.923624300972216,76.93719771654862,"{""type"":""Point"",""coordinates"":[76.93719771654862,10.923624300972216]}"
0_14,2022-01-01,2487,1,0.4408401846885681,-0.5700833797454834,14.644251585006714,22.064260482788086,-18.00568445110562,-11.404727329739048,2022,11.336998906928006,76.56753718485199,"{""type"":""Point"",""coordinates"":[76.56753718485199,11.336998906928006]}"
0_15,2022-01-01,539,1,0.7845752835273743,-0.6999570727348328,31.068429470062256,4.995157241821289,-12.802089176637985,-8.47841864393408,2022,11.066651988817815,76.55506164917759,"{""type"":""Point"",""coordinates"":[76.55506164917759,11.066651988817815]}"
0_16,2022-01-01,2017,1,0.7902544140815735,-0.7417876720428467,32.290669441223145,20.04188346862793,-19.41182107986967,-13.556531215228375,2022,11.373891872784803,76.73562318434713,"{""type"":""Point"",""coordinates"":[76.73562318434713,11.373891872784803]}"
0_17,2022-01-01,295,1,0.341538667678833,-0.4366556704044342,9.947853803634644,2.935825824737549,-18.15425815719832,-9.294260063619308,2022,10.881081721419147,76.9075058147861,"{""type"":""Point"",""coordinates"":[76.9075058147861,10.881081721419147]}"
0_18,2022-01-01,458,1,0.42623963952064514,-0.46181389689445496,9.502840280532837,3.3840901851654053,-12.941039941792202,-5.434373560166309,2022,11.056878871216817,76.93225277393198,"{""type"":""Point"",""coordinates"":[76.93225277393198,11.056878871216817]}"
0_19,2022-01-01,1967,1,0.5570557713508606,-0.5431852340698242,48.86898994445801,38.15152359008789,-14.66515255847035,-6.278419348746352,2022,11.213950147192538,76.64035684774957,"{""type"":""Point"",""coordinates"":[76.64035684774957,11.213950147192538]}"
0_20,2022-01-01,1045,1,0.7875414490699768,-0.6978757977485657,35.315346240997314,17.20248031616211,-16.084199486850235,-12.420060642072933,2022,11.06215099705295,76.79219383413506,"{""type"":""Point"",""coordinates"":[76.79219383413506,11.06215099705295]}"
0_21,2022-01-01,858,1,0.5447278618812561,-0.5919827222824097,45.106690883636475,3.823146343231201,-14.065476602098933,-7.481311701912564,2022,11.541881867926811,76.75624193138862,"{""type"":""Point"",""coordinates"":[76.75624193138862,11.541881867926811]}"
0_22,2022-01-01,1630,1,0.5836741924285889,-0.6189767122268677,42.11003828048706,29.60807991027832,-14.652567867479375,-7.045449481598103,2022,11.281450505150717,76.65548037268853,"{""type"":""Point"",""coordinates"":[76.65548037268853,11.281450505150717]}"
0_23,2022-01-01,477,1,0.2457922399044037,-0.3102206885814667,9.502840280532837,0.9450581073760986,-20.619891831496396,-11.056478419291452,2022,11.09131162303208,76.9149107899213,"{""type"":""Point"",""coordinates"":[76.9149107899213,11.09131162303208]}"
0_24,2022-01-01,941,1,0.3593669831752777,-0.47783753275871277,44.31704139709473,0.9274099469184875,-16.53459387962781,-11.90452379538499,2022,11.5465193786751,76.71291188456999,"{""type"":""Point"",""coordinates"":[76.71291188456999,11.5465193786751]}"
0_25,2022-01-01,769,1,0.8022915124893188,-0.7157591581344604,28.963529586791992,15.62122917175293,-15.921992745110233,-9.75059279080551,2022,11.02752561443126,76.60246844804742,"{""type"":""Point"",""coordinates"":[76.60246844804742,11.02752561443126]}"
0_26,2022-01-01,524,1,0.670879065990448,-0.588228166103363,50.54878520965576,14.383444786071777,-14.675751985112504,-9.858150377501936,2022,11.156297661395474,76.67701537725407,"{""type"":""Point"",""coordinates"":[76.67701537725407,11.156297661395474]}"
0_27,2022-01-01,760,1,0.5978800058364868,-0.5287190079689026,58.071266651153564,21.30112648010254,-14.110948509199282,-7.1886205572442385,2022,11.250861699017912,76.81903854481273,"{""type"":""Point"",""coordinates"":[76.81903854481273,11.250861699017912]}"
0_28,2022-01-01,430,1,0.6227936148643494,-0.5988175868988037,29.536742210388184,27.059667587280273,-10.142664154412465,-2.8028958168096647,2022,11.343755537600059,76.9368598877217,"{""type"":""Point"",""coordinates"":[76.9368598877217,11.343755537600059]}"
0_29,2022-01-01,1151,1,0.2724723517894745,-0.2658681273460388,65.63691234588623,26.531755447387695,-13.57776768890881,-8.396800192801347,2022,11.197277627775245,76.63966321149861,"{""type"":""Point"",""coordinates"":[76.63966321149861,11.197277627775245]}"
0_30,2022-01-01,1209,1,0.46300074458122253,-0.42351579666137695,76.97219896316528,27.254167556762695,-15.850247754649711,-8.422206080087511,2022,11.170623133932224,76.55976445930855,"{""type"":""Point"",""coordinates"":[76.55976445930855,11.170623133932224]}"
0_31,2022-01-01,368,1,0.6996405124664307,-0.6477729082107544,64.1614727973938,30.676362991333008,-17.577360965946646,-12.061572107309011,2022,10.869655126924211,76.69010186704682,"{""type"":""Point"",""coordinates"":[76.69010186704682,10.869655126924211]}"
0_32,2022-01-01,232,1,0.3527156114578247,-0.40362608432769775,26.466901302337646,9.241875648498535,-18.292300886244156,-11.685035847507415,2022,10.873382831502418,76.82725578367311,"{""type"":""Point"",""coordinates"":[76.82725578367311,10.873382831502418]}"
0_33,2022-01-01,1702,1,0.03317791223526001,-0.04548221454024315,102.02043628692627,25.630800247192383,-14.809338112845422,-7.889167902168808,2022,11.307355590906909,76.76846910766271,"{""type"":""Point"",""coordinates"":[76.76846910766271,11.307355590906909]}"
0_34,2022-01-01,1701,1,0.6582132577896118,-0.667096734046936,47.9237699508667,24.88893699645996,-16.021322384986018,-11.254557626056929,2022,11.50604991827059,76.87222159674532,"{""type"":""Point"",""coordinates"":[76.87222159674532,11.50604991827059]}"
0_35,2022-01-01,1013,1,0.4037075936794281,-0.37174734473228455,45.555492877960205,29.353351593017578,-16.09210980090086,-8.588831303130851,2022,11.479905441340042,76.96961000329149,"{""type"":""Point"",""coordinates"":[76.96961000329149,11.479905441340042]}"
0_36,2022-01-01,903,1,0.731220543384552,-0.6934081315994263,30.420218467712402,5.0696611404418945,-14.443393231036538,-7.423787644014677,2022,11.49401602417405,76.45954031233673,"{""type"":""Point"",""coordinates"":[76.45954031233673,11.49401602417405]}"
0_37,2022-01-01,1622,1,0.16165503859519958,-0.16967788338661194,66.70788717269897,62.917545318603516,-25.8444251757701,-18.732555545583594,2022,11.15050289394155,76.5457694348167,"{""type"":""Point"",""coordinates"":[76.5457694348167,11.15050289394155]}"
0_38,2022-01-01,2245,1,0.8167310953140259,-0.7744883894920349,13.958587408065796,12.0252046585083,-15.011368618447587,-9.46470537922729,2022,11.369947535300295,76.62634191195559,"{""type"":""Point"",""coordinates"":[76.62634191195559,11.369947535300295]}"
0_39,2022-01-01,291,1,0.36877039074897766,-0.4176880419254303,9.947853803634644,7.437727451324463,-17.43852831020112,-10.965463231408616,2022,10.865352557412146,76.94804236432034,"{""type"":""Point"",""coordinates"":[76.94804236432034,10.865352557412146]}"
0_40,2022-01-01,1300,1,0.8010578155517578,-0.6902730464935303,52.656453132629395,35.0400505065918,-18.295974015348243,-13.81367437501699,2022,11.112605368869575,76.46112989613556,"{""type"":""Point"",""coordinates"":[76.46112989613556,11.112605368869575]}"
0_41,2022-01-01,1883,1,0.8131280541419983,-0.7489475607872009,48.86898994445801,13.638419151306152,-10.568125621221204,-5.457862760008744,2022,11.231722584400332,76.62290281600578,"{""type"":""Point"",""coordinates"":[76.62290281600578,11.231722584400332]}"
0_42,2022-01-01,2248,1,0.6173176169395447,-0.6447672843933105,23.386762142181396,5.626650810241699,-16.22336365210831,-10.530855110827613,2022,11.404725802618147,76.6443928939523,"{""type"":""Point"",""coordinates"":[76.6443928939523,11.404725802618147]}"
0_43,2022-01-01,108,1,-0.05861156806349754,0.20294183492660522,64.1614727973938,1.3234612941741943,-27.04124730061373,-21.60719790615536,2022,10.86569022775582,76.66226112571846,"{""type"":""Point"",""coordinates"":[76.66226112571846,10.86569022775582]}"
0_44,2022-01-01,419,1,0.641538679599762,-0.5174518823623657,13.722831964492798,2.081087589263916,-14.7314927422915,-5.123254449220504,2022,11.16967510374183,76.93341598141619,"{""type"":""Point"",""coordinates"":[76.93341598141619,11.16967510374183]}"
0_45,2022-01-01,2220,1,0.5919990539550781,-0.6502686142921448,48.37474966049194,26.846216201782227,-16.242711214699163,-11.259357778424107,2022,11.388214648698687,76.50737769489773,"{""type"":""Point"",""coordinates"":[76.50737769489773,11.388214648698687]}"
0_46,2022-01-01,2033,1,0.8062375783920288,-0.7549840807914734,25.27202010154724,13.944940567016602,-12.000606976990131,-8.469307757167794,2022,11.486668769052757,76.62704352970535,"{""type"":""Point"",""coordinates"":[76.62704352970535,11.486668769052757]}"
0_47,2022-01-01,1186,1,0.03899780660867691,-0.13623248040676117,55.00461149215698,12.905778884887695,-17.324126277368755,-8.535705108345086,2022,10.98023608795096,76.67632835252296,"{""type"":""Point"",""coordinates"":[76.67632835252296,10.98023608795096]}"
0_48,2022-01-01,145,1,0.8525704741477966,-0.73246830701828,25.205317497253418,12.844342231750488,-15.500942513448017,-8.848257176365633,2022,10.953204571976261,76.52764227643186,"{""type"":""Point"",""coordinates"":[76.52764227643186,10.953204571976261]}"
0_49,2022-01-01,680,1,0.7859970927238464,-0.7120164632797241,28.963529586791992,12.024884223937988,-12.06517791349436,-3.8873304847435035,2022,11.038729788028443,76.63458021109312,"{""type"":""Point"",""coordinates"":[76.63458021109312,11.038729788028443]}"
0_50,2022-01-01,346,1,0.7880576252937317,-0.692650318145752,62.776495933532715,25.038549423217773,-17.277913741746914,-9.320647703836322,2022,10.908277174844155,76.56618917363079,"{""type"":""Point"",""coordinates"":[76.56618917363079,10.908277174844155]}"
0_51,2022-01-01,1790,1,0.335544615983963,-0.35050100088119507,42.11003828048706,16.63442039489746,-14.112973157194666,-10.516168483064508,2022,11.283734905703259,76.68098311819922,"{""type"":""Point"",""coordinates"":[76.68098311819922,11.283734905703259]}"
0_52,2022-01-01,1474,1,0.5980083346366882,-0.6178561449050903,36.044564723968506,0.9463658332824707,-17.88517002426322,-9.351178362476539,2022,11.4881405169967,76.83292228606712,"{""type"":""Point"",""coordinates"":[76.83292228606712,11.4881405169967]}"
0_53,2022-01-01,1838,1,0.8274886608123779,-0.7714563012123108,37.64874315261841,9.607781410217285,-16.468159684203812,-4.948102189514362,2022,11.16829860656915,76.48539196607545,"{""type"":""Point"",""coordinates"":[76.48539196607545,11.16829860656915]}"
0_54,2022-01-01,2116,1,0.7095974087715149,-0.6736545562744141,25.27202010154724,7.472702503204346,-15.981048278348096,-8.16989263460831,2022,11.454864910350777,76.64201790428376,"{""type"":""Point"",""coordinates"":[76.64201790428376,11.454864910350777]}"
0_55,2022-01-01,1840,1,0.7407262921333313,-0.6959885358810425,40.40783929824829,25.997940063476562,-17.34188932235764,-11.360386329390849,2022,11.465427251176273,76.71108813059953,"{""type"":""Point"",""coordinates"":[76.71108813059953,11.465427251176273]}"
0_56,2022-01-01,937,1,0.5253174901008606,-0.5525252819061279,44.31704139709473,3.3880603313446045,-18.40085139290486,-10.691048445686896,2022,11.538048654410323,76.71460755530155,"{""type"":""Point"",""coordinates"":[76.71460755530155,11.538048654410323]}"
0_57,2022-01-01,267,1,0.5643389225006104,-0.4962846040725708,26.466901302337646,7.468939781188965,-15.38037750805256,-8.88289122802016,2022,10.870707342931025,76.81571244933689,"{""type"":""Point"",""coordinates"":[76.81571244933689,10.870707342931025]}"
0_58,2022-01-01,1905,1,0.44480711221694946,-0.5024622082710266,26.129156589508057,2.983816146850586,-15.212564480641237,-9.828174684743551,2022,11.437293704151159,76.85880226318714,"{""type"":""Point"",""coordinates"":[76.85880226318714,11.437293704151159]}"
0_59,2022-01-01,471,1,0.3893035352230072,-0.4324304163455963,16.789162635803223,0.9274099469184875,-13.67574080585735,-11.795132764941876,2022,10.99410998762402,76.79809453959938,"{""type"":""Point"",""coordinates"":[76.79809453959938,10.99410998762402]}"
0_60,2022-01-01,1000,1,0.766958475112915,-0.6762681007385254,39.83968639373779,14.633296966552734,-16.552043646813473,-5.085363643020712,2022,11.37149507484347,76.91563114606257,"{""type"":""Point"",""coordinates"":[76.91563114606257,11.37149507484347]}"
0_61,2022-01-01,2430,1,0.7181224226951599,-0.6991412043571472,33.49931240081787,7.472428798675537,-17.128314742989442,-10.960399549659275,2022,11.413355561999397,76.7322711179742,"{""type"":""Point"",""coordinates"":[76.7322711179742,11.413355561999397]}"
0_62,2022-01-01,955,1,0.24344898760318756,-0.32088732719421387,12.453644037246704,26.823692321777344,-13.956679955789001,-6.14963120410771,2022,10.912850685542512,76.8834217461758,"{""type"":""Point"",""coordinates"":[76.8834217461758,10.912850685542512]}"
0_63,2022-01-01,1366,1,0.35870274901390076,-0.33905455470085144,111.17669105529785,27.85334014892578,-11.897232368349723,-1.537388117879808,2022,11.263856268133381,76.75183947889322,"{""type"":""Point"",""coordinates"":[76.75183947889322,11.263856268133381]}"
0_64,2022-01-01,2115,1,0.8121039271354675,-0.7907005548477173,24.314804077148438,19.281280517578125,-16.193359616923168,-6.883055916245706,2022,11.421104951091111,76.56388884757291,"{""type"":""Point"",""coordinates"":[76.56388884757291,11.421104951091111]}"
0_65,2022-01-01,88,1,0.855890154838562,-0.7477047443389893,13.078377485275269,4.155977249145508,-14.851030059974772,-7.0372309728822335,2022,10.921731594173128,76.48632690492703,"{""type"":""Point"",""coordinates"":[76.48632690492703,10.921731594173128]}"
0_66,2022-01-01,1795,1,0.566801905632019,-0.6086977124214172,40.40783929824829,13.26167106628418,-19.30011481862866,-12.572565594529806,2022,11.48382328050005,76.74489449201711,"{""type"":""Point"",""coordinates"":[76.74489449201711,11.48382328050005]}"
0_67,2022-01-01,2336,1,0.561901330947876,-0.6468089818954468,48.37474966049194,13.953661918640137,-20.06813519996816,-15.094519450257755,2022,11.390709130616422,76.51270582875824,"{""type"":""Point"",""coordinates"":[76.51270582875824,11.390709130616422]}"
0_68,2022-01-01,1022,1,0.7053765058517456,-0.6838310956954956,30.420218467712402,4.207836151123047,-17.906198347103295,-13.377718334463893,2022,11.453099417311371,76.49031470487509,"{""type"":""Point"",""coordinates"":[76.49031470487509,11.453099417311371]}"
0_69,2022-01-01,51,1,0.6380196213722229,-0.5940992832183838,7.151909589767456,6.2199296951293945,-14.174339775182148,-9.162365236331071,2022,10.81909786709132,76.45809313959492,"{""type"":""Point"",""coordinates"":[76.45809313959492,10.81909786709132]}"
0_70,2022-01-01,1806,1,0.8140971660614014,-0.7317175269126892,55.96148729324341,3.38590145111084,-13.562586790951274,-7.312523826523591,2022,11.279373605479696,76.71162395354503,"{""type"":""Point"",""coordinates"":[76.71162395354503,11.279373605479696]}"
0_71,2022-01-01,1087,1,0.6915920972824097,-0.6775996685028076,55.27217483520508,31.700756072998047,-12.188611947332262,-6.17177494390098,2022,10.911311379016844,76.725280447579,"{""type"":""Point"",""coordinates"":[76.725280447579,10.911311379016844]}"
0_72,2022-01-01,531,1,0.34943127632141113,-0.32667452096939087,23.736852884292603,14.27123737335205,-15.120651654764083,-7.876031828498396,2022,11.156325313376781,76.70404775009764,"{""type"":""Point"",""coordinates"":[76.70404775009764,11.156325313376781]}"
0_73,2022-01-01,322,1,0.5932088494300842,-0.5885600447654724,27.149520874023438,0.9459893107414246,-13.248697526550623,-7.528424772315008,2022,11.375287769253866,76.9797690614653,"{""type"":""Point"",""coordinates"":[76.9797690614653,11.375287769253866]}"
0_74,2022-01-01,923,1,0.7938789129257202,-0.7295258641242981,17.158939361572266,4.661818981170654,-15.238791917463669,-5.962570169682808,2022,11.541629025417619,76.47265570706779,"{""type"":""Point"",""coordinates"":[76.47265570706779,11.541629025417619]}"
0_75,2022-01-01,684,1,0.8071317672729492,-0.7169556617736816,58.071266651153564,21.084606170654297,-10.379769974882063,-6.538266044123803,2022,11.291268697797724,76.83724711976716,"{""type"":""Point"",""coordinates"":[76.83724711976716,11.291268697797724]}"
0_76,2022-01-01,448,1,0.20916873216629028,-0.22383160889148712,0.0,4.659021377563477,-14.324856091084325,-7.195749864768194,2022,11.07345306353574,76.95694147070631,"{""type"":""Point"",""coordinates"":[76.95694147070631,11.07345306353574]}"
0_77,2022-01-01,1461,1,0.5894700884819031,-0.5685889720916748,68.07585000991821,15.503929138183594,-10.575959775951784,-8.997465086053198,2022,11.206456370733314,76.66435701442549,"{""type"":""Point"",""coordinates"":[76.66435701442549,11.206456370733314]}"
0_78,2022-01-01,2090,1,0.3326537609100342,0.11554990708827972,13.583792686462402,0.0,-29.705265112618235,-24.36682549562685,2022,11.394025269656893,76.55654670630196,"{""type"":""Point"",""coordinates"":[76.55654670630196,11.394025269656893]}"
0_79,2022-01-01,63,1,0.8419985175132751,-0.7275846600532532,13.078377485275269,2.935856819152832,-14.106389570758683,-7.655351050862695,2022,10.911759216899712,76.49502140109868,"{""type"":""Point"",""coordinates"":[76.49502140109868,10.911759216899712]}"
0_80,2022-01-01,570,1,0.6425172090530396,-0.5978161096572876,23.736852884292603,11.593954086303711,-13.041158461192524,-8.691238722289572,2022,11.181658053071592,76.72399669037371,"{""type"":""Point"",""coordinates"":[76.72399669037371,11.181658053071592]}"
0_81,2022-01-01,1259,1,0.5551807880401611,-0.5897948145866394,66.70788717269897,12.73680591583252,-11.983169245455251,-7.32568722660654,2022,11.165581481167527,76.52278108175692,"{""type"":""Point"",""coordinates"":[76.52278108175692,11.165581481167527]}"
0_82,2022-01-01,2125,1,0.8039157390594482,-0.7745439410209656,24.314804077148438,14.439051628112793,-17.550776095057977,-9.46459731588069,2022,11.422528813397925,76.59332133909928,"{""type"":""Point"",""coordinates"":[76.59332133909928,11.422528813397925]}"
0_83,2022-01-01,1134,1,0.7498944997787476,-0.7049304842948914,66.70788717269897,26.305816650390625,-16.17209095200275,-8.879879725058156,2022,11.15838704331666,76.5165415384024,"{""type"":""Point"",""coordinates"":[76.5165415384024,11.15838704331666]}"
0_84,2022-01-01,760,1,0.704483151435852,-0.6376021504402161,28.963529586791992,14.883368492126465,-20.46596893902977,-11.83287417535098,2022,11.028420011834543,76.60163608262468,"{""type"":""Point"",""coordinates"":[76.60163608262468,11.028420011834543]}"
0_85,2022-01-01,1004,1,0.7247521281242371,-0.6332953572273254,69.84882926940918,37.264793395996094,-13.72394914327952,-5.564075701625208,2022,11.333804190078922,76.82542778478928,"{""type"":""Point"",""coordinates"":[76.82542778478928,11.333804190078922]}"
0_86,2022-01-01,521,1,0.6404604911804199,-0.5982118844985962,12.453644037246704,3.704791784286499,-13.273448550113482,-10.559356081085383,2022,10.920819534885876,76.87594257395052,"{""type"":""Point"",""coordinates"":[76.87594257395052,10.920819534885876]}"
0_87,2022-01-01,1923,1,0.54068523645401,-0.5885187387466431,58.50715208053589,4.688035011291504,-26.120917072214784,-17.99626634178187,2022,11.503985230126478,76.58992241351926,"{""type"":""Point"",""coordinates"":[76.58992241351926,11.503985230126478]}"
0_88,2022-01-01,1207,1,0.4730190336704254,-0.42334750294685364,45.69887399673462,10.577802658081055,-17.44557530277948,-9.83646050704072,2022,11.037618207088336,76.70281413301407,"{""type"":""Point"",""coordinates"":[76.70281413301407,11.037618207088336]}"
0_89,2022-01-01,357,1,0.4933392405509949,-0.5277227163314819,12.202456951141357,4.156894207000732,-14.539080902330603,-7.0071157758980185,2022,11.236254107042527,76.99932117007623,"{""type"":""Point"",""coordinates"":[76.99932117007623,11.236254107042527]}"
0_90,2022-01-01,2124,1,0.43143436312675476,-0.5511876344680786,36.53948640823364,21.041120529174805,-18.80851899238405,-14.324732705335627,2022,11.23391699153106,76.47876990498655,"{""type"":""Point"",""coordinates"":[76.47876990498655,11.23391699153106]}"
0_91,2022-01-01,2091,1,0.7796511650085449,-0.7518266439437866,13.583792686462402,20.492877960205078,-15.603291366181288,-7.454658613877347,2022,11.35004278340702,76.59711172859456,"{""type"":""Point"",""coordinates"":[76.59711172859456,11.35004278340702]}"
0_92,2022-01-01,2003,1,0.8356503248214722,-0.7973123788833618,13.958587408065796,19.621837615966797,-14.131661674519458,-8.3741628823942,2022,11.357156011309502,76.6015264537346,"{""type"":""Point"",""coordinates"":[76.6015264537346,11.357156011309502]}"
0_93,2022-01-01,429,1,0.4425785541534424,-0.5148175954818726,9.009148836135864,2.8320162296295166,-14.135634976039807,-5.5137213332633825,2022,10.976427745866516,76.86423852441601,"{""type"":""Point"",""coordinates"":[76.86423852441601,10.976427745866516]}"
0_94,2022-01-01,2126,1,0.8526554107666016,-0.7771856784820557,52.22712850570679,22.888320922851562,-13.700316069813262,-9.811400610327013,2022,11.448834774711012,76.53967785699888,"{""type"":""Point"",""coordinates"":[76.53967785699888,11.448834774711012]}"
0_95,2022-01-01,2330,1,0.7649400234222412,-0.7396588921546936,31.133378982543945,17.603700637817383,-11.486796946594843,-6.132714850754505,2022,11.21145558585671,76.52202704942746,"{""type"":""Point"",""coordinates"":[76.52202704942746,11.21145558585671]}"
0_96,2022-01-01,451,1,0.27289268374443054,-0.3053102493286133,9.502840280532837,0.0,-15.15984002627253,-5.004297007357564,2022,11.055109906462484,76.94233012777615,"{""type"":""Point"",""coordinates"":[76.94233012777615,11.055109906462484]}"
0_97,2022-01-01,546,1,0.6300554275512695,-0.5872067213058472,19.818515300750732,6.292186260223389,-16.625130845082353,-12.401088032083592,2022,11.142208588513396,76.6577432896669,"{""type"":""Point"",""coordinates"":[76.6577432896669,11.142208588513396]}"
0_98,2022-01-01,98,1,0.2861288785934448,-0.4238773286342621,8.57465934753418,8.632643699645996,-23.926512066923358,-17.12398372467457,2022,10.819020233434516,76.63779697624264,"{""type"":""Point"",""coordinates"":[76.63779697624264,10.819020233434516]}"
0_99,2022-01-01,67,1,0.7184816002845764,-0.6629441380500793,10.161380529403687,5.463597774505615,-15.139406686257225,-7.967177861835028,2022,10.813977881840474,76.53853863697421,"{""type"":""Point"",""coordinates"":[76.53853863697421,10.813977881840474]}"
0_100,2022-01-01,795,1,0.1969815194606781,-0.2044447958469391,29.585613250732422,28.706941604614258,-11.985354877646172,-4.113698884198517,2022,11.138830794505227,76.77748162551136,"{""type"":""Point"",""coordinates"":[76.77748162551136,11.138830794505227]}"
0_101,2022-01-01,685,1,0.63295978307724,-0.6541693210601807,48.43531274795532,19.730432510375977,-13.94586885380907,-7.7658745785351,2022,11.111428435767417,76.57468293036823,"{""type"":""Point"",""coordinates"":[76.57468293036823,11.111428435767417]}"
0_102,2022-01-01,603,1,0.640654981136322,-0.5906930565834045,26.761399269104004,8.495959281921387,-16.090546184221424,-10.706808266971404,2022,11.097056507630544,76.60805259935414,"{""type"":""Point"",""coordinates"":[76.60805259935414,11.097056507630544]}"
0_103,2022-01-01,401,1,0.7229790687561035,-0.6184453368186951,58.071266651153564,6.532505512237549,-15.073012266824364,-9.251699713496588,2022,11.278477307445542,76.84445636929505,"{""type"":""Point"",""coordinates"":[76.84445636929505,11.278477307445542]}"
0_104,2022-01-01,1406,1,0.8392488956451416,-0.7532385587692261,52.656453132629395,9.380882263183594,-18.331949353223,-9.241273593569613,2022,11.120519243937489,76.48487157294473,"{""type"":""Point"",""coordinates"":[76.48487157294473,11.120519243937489]}"
0_105,2022-01-01,504,1,0.608024537563324,-0.5858041048049927,29.474928379058838,6.5324602127075195,-14.92129365911342,-11.189583275864173,2022,11.181193362862713,76.80757197471017,"{""type"":""Point"",""coordinates"":[76.80757197471017,11.181193362862713]}"
0_106,2022-01-01,997,1,0.7754808068275452,-0.7422783970832825,57.85979413986206,16.208873748779297,-11.827247654910117,-3.950015040593619,2022,11.132539948985752,76.53219380807593,"{""type"":""Point"",""coordinates"":[76.53219380807593,11.132539948985752]}"
0_107,2022-01-01,983,1,0.760857105255127,-0.6753992438316345,39.83968639373779,27.683095932006836,-16.142684014507026,-10.678392719489826,2022,11.390659008360206,76.91838091869334,"{""type"":""Point"",""coordinates"":[76.91838091869334,11.390659008360206]}"
0_108,2022-01-01,468,1,0.5254006385803223,-0.5429864525794983,12.453644037246704,3.3594372272491455,-14.927141288310093,-6.8167861663816165,2022,10.942517557663665,76.87031163556806,"{""type"":""Point"",""coordinates"":[76.87031163556806,10.942517557663665]}"
0_109,2022-01-01,1674,1,0.7884895205497742,-0.7447481751441956,51.068973541259766,23.17534065246582,-10.715391593350484,-5.490511456428782,2022,11.385166291224252,76.83144052313573,"{""type"":""Point"",""coordinates"":[76.83144052313573,11.385166291224252]}"
